Year,Month,YearMonth,Port1,Port2,Route,$Value,$Real
2015,9,201509,Melbourne,Gold Coast,Melbourne - Gold Coast,214.0,280.5777778
2015,9,201509,Melbourne,Mildura,Melbourne - Mildura,250.0,327.7777778
2015,9,201509,Melbourne,Perth,Melbourne - Perth,310.0,406.4444444
2015,9,201509,Melbourne,Sydney,Melbourne - Sydney,124.0,162.5777778
2015,9,201509,Melbourne,Newcastle,Melbourne - Newcastle,154.0,201.9111111
2015,10,201510,Melbourne,Gold Coast,Melbourne - Gold Coast,238.0,310.8929889
2015,10,201510,Melbourne,Mildura,Melbourne - Mildura,250.0,326.5682657
2015,10,201510,Melbourne,Perth,Melbourne - Perth,310.0,404.9446494
2015,10,201510,Melbourne,Sydney,Melbourne - Sydney,140.0,182.8782288
2015,10,201510,Melbourne,Newcastle,Melbourne - Newcastle,200.0,261.2546125
2015,11,201511,Melbourne,Gold Coast,Melbourne - Gold Coast,198.0,258.6420664
2015,11,201511,Melbourne,Mildura,Melbourne - Mildura,250.0,326.5682657
2015,11,201511,Melbourne,Perth,Melbourne - Perth,300.0,391.8819188
2015,11,201511,Melbourne,Sydney,Melbourne - Sydney,140.0,182.8782288
2015,11,201511,Melbourne,Newcastle,Melbourne - Newcastle,164.0,214.2287823
2015,12,201512,Melbourne,Gold Coast,Melbourne - Gold Coast,164.0,214.2287823
2015,12,201512,Melbourne,Mildura,Melbourne - Mildura,250.0,326.5682657
2015,12,201512,Melbourne,Perth,Melbourne - Perth,280.0,365.7564576
2015,12,201512,Melbourne,Sydney,Melbourne - Sydney,144.0,188.103321
2015,12,201512,Melbourne,Newcastle,Melbourne - Newcastle,128.0,167.202952
2016,1,201601,Melbourne,Gold Coast,Melbourne - Gold Coast,138.0,180.5988909
2016,1,201601,Melbourne,Mildura,Melbourne - Mildura,240.0,314.0850277
2016,1,201601,Melbourne,Perth,Melbourne - Perth,330.0,431.8669131
2016,1,201601,Melbourne,Sydney,Melbourne - Sydney,114.0,149.1903882
2016,1,201601,Melbourne,Newcastle,Melbourne - Newcastle,174.0,227.7116451
2016,2,201602,Melbourne,Gold Coast,Melbourne - Gold Coast,184.0,240.7985213
2016,2,201602,Melbourne,Mildura,Melbourne - Mildura,230.0,300.9981516
2016,2,201602,Melbourne,Perth,Melbourne - Perth,340.0,444.9537893
2016,2,201602,Melbourne,Sydney,Melbourne - Sydney,118.0,154.4251386
2016,2,201602,Melbourne,Newcastle,Melbourne - Newcastle,180.0,235.5637708
2016,3,201603,Melbourne,Gold Coast,Melbourne - Gold Coast,158.0,206.7726433
2016,3,201603,Melbourne,Mildura,Melbourne - Mildura,230.0,300.9981516
2016,3,201603,Melbourne,Perth,Melbourne - Perth,330.0,431.8669131
2016,3,201603,Melbourne,Sydney,Melbourne - Sydney,124.0,162.2772643
2016,3,201603,Melbourne,Newcastle,Melbourne - Newcastle,164.0,214.6247689
2016,4,201604,Melbourne,Gold Coast,Melbourne - Gold Coast,164.0,213.8342541
2016,4,201604,Melbourne,Mildura,Melbourne - Mildura,238.0,310.320442
2016,4,201604,Melbourne,Perth,Melbourne - Perth,340.0,443.3149171
2016,4,201604,Melbourne,Sydney,Melbourne - Sydney,114.0,148.640884
2016,4,201604,Melbourne,Newcastle,Melbourne - Newcastle,180.0,234.6961326
2016,5,201605,Melbourne,Gold Coast,Melbourne - Gold Coast,170.0,221.6574586
2016,5,201605,Melbourne,Mildura,Melbourne - Mildura,238.0,310.320442
2016,5,201605,Melbourne,Perth,Melbourne - Perth,300.0,391.160221
2016,5,201605,Melbourne,Sydney,Melbourne - Sydney,110.0,143.4254144
2016,5,201605,Melbourne,Newcastle,Melbourne - Newcastle,140.0,182.5414365
2016,6,201606,Melbourne,Gold Coast,Melbourne - Gold Coast,168.0,219.0497238
2016,6,201606,Melbourne,Mildura,Melbourne - Mildura,250.0,325.9668508
2016,6,201606,Melbourne,Perth,Melbourne - Perth,320.0,417.2375691
2016,6,201606,Melbourne,Sydney,Melbourne - Sydney,120.0,156.4640884
2016,6,201606,Melbourne,Newcastle,Melbourne - Newcastle,170.0,221.6574586
2016,7,201607,Melbourne,Gold Coast,Melbourne - Gold Coast,168.0,217.4478976
2016,7,201607,Melbourne,Mildura,Melbourne - Mildura,250.0,323.583181
2016,7,201607,Melbourne,Perth,Melbourne - Perth,320.0,414.1864717
2016,7,201607,Melbourne,Sydney,Melbourne - Sydney,124.0,160.4972578
2016,7,201607,Melbourne,Newcastle,Melbourne - Newcastle,140.0,181.2065814
2016,8,201608,Melbourne,Gold Coast,Melbourne - Gold Coast,174.0,225.213894
2016,8,201608,Melbourne,Mildura,Melbourne - Mildura,250.0,323.583181
2016,8,201608,Melbourne,Perth,Melbourne - Perth,300.0,388.2998172
2016,8,201608,Melbourne,Sydney,Melbourne - Sydney,124.0,160.4972578
2016,8,201608,Melbourne,Newcastle,Melbourne - Newcastle,140.0,181.2065814
2016,9,201609,Melbourne,Gold Coast,Melbourne - Gold Coast,184.0,238.1572212
2016,9,201609,Melbourne,Mildura,Melbourne - Mildura,250.0,323.583181
2016,9,201609,Melbourne,Perth,Melbourne - Perth,340.0,440.0731261
2016,9,201609,Melbourne,Sydney,Melbourne - Sydney,168.0,217.4478976
2016,9,201609,Melbourne,Newcastle,Melbourne - Newcastle,170.0,220.0365631
2016,10,201610,Melbourne,Gold Coast,Melbourne - Gold Coast,228.0,293.4981818
2016,10,201610,Melbourne,Mildura,Melbourne - Mildura,250.0,321.8181818
2016,10,201610,Melbourne,Perth,Melbourne - Perth,338.0,435.0981818
2016,10,201610,Melbourne,Sydney,Melbourne - Sydney,118.0,151.8981818
2016,10,201610,Melbourne,Newcastle,Melbourne - Newcastle,150.0,193.0909091
2016,11,201611,Melbourne,Gold Coast,Melbourne - Gold Coast,278.0,357.8618182
2016,11,201611,Melbourne,Mildura,Melbourne - Mildura,250.0,321.8181818
2016,11,201611,Melbourne,Perth,Melbourne - Perth,358.0,460.8436364
2016,11,201611,Melbourne,Sydney,Melbourne - Sydney,148.0,190.5163636
2016,11,201611,Melbourne,Newcastle,Melbourne - Newcastle,160.0,205.9636364
2016,12,201612,Melbourne,Gold Coast,Melbourne - Gold Coast,268.0,344.9890909
2016,12,201612,Melbourne,Mildura,Melbourne - Mildura,270.09,347.6794909
2016,12,201612,Melbourne,Perth,Melbourne - Perth,404.0,520.0581818
2016,12,201612,Melbourne,Sydney,Melbourne - Sydney,358.0,460.8436364
2016,12,201612,Melbourne,Newcastle,Melbourne - Newcastle,140.0,180.2181818
2017,1,201701,Melbourne,Gold Coast,Melbourne - Gold Coast,188.0,240.9122172
2017,1,201701,Melbourne,Mildura,Melbourne - Mildura,250.0,320.361991
2017,1,201701,Melbourne,Perth,Melbourne - Perth,338.0,433.1294118
2017,1,201701,Melbourne,Sydney,Melbourne - Sydney,128.0,164.0253394
2017,1,201701,Melbourne,Newcastle,Melbourne - Newcastle,150.0,192.2171946
2017,2,201702,Melbourne,Gold Coast,Melbourne - Gold Coast,148.0,189.6542986
2017,2,201702,Melbourne,Mildura,Melbourne - Mildura,240.0,307.5475113
2017,2,201702,Melbourne,Perth,Melbourne - Perth,348.0,445.9438914
2017,2,201702,Melbourne,Sydney,Melbourne - Sydney,138.0,176.839819
2017,2,201702,Melbourne,Newcastle,Melbourne - Newcastle,140.0,179.4027149
2017,3,201703,Melbourne,Gold Coast,Melbourne - Gold Coast,198.0,253.7266968
2017,3,201703,Melbourne,Mildura,Melbourne - Mildura,240.01,307.5603258
2017,3,201703,Melbourne,Perth,Melbourne - Perth,338.0,433.1294118
2017,3,201703,Melbourne,Sydney,Melbourne - Sydney,204.0,261.4153846
2017,3,201703,Melbourne,Newcastle,Melbourne - Newcastle,150.0,192.2171946
2017,4,201704,Melbourne,Gold Coast,Melbourne - Gold Coast,158.0,202.102981
2017,4,201704,Melbourne,Mildura,Melbourne - Mildura,240.01,307.0046612
2017,4,201704,Melbourne,Perth,Melbourne - Perth,408.0,521.8861789
2017,4,201704,Melbourne,Sydney,Melbourne - Sydney,138.0,176.5203252
2017,4,201704,Melbourne,Newcastle,Melbourne - Newcastle,130.0,166.2872629
2017,5,201705,Melbourne,Gold Coast,Melbourne - Gold Coast,168.0,214.8943089
2017,5,201705,Melbourne,Mildura,Melbourne - Mildura,240.01,307.0046612
2017,5,201705,Melbourne,Perth,Melbourne - Perth,314.0,401.6476965
2017,5,201705,Melbourne,Sydney,Melbourne - Sydney,208.0,266.0596206
2017,5,201705,Melbourne,Newcastle,Melbourne - Newcastle,244.01,312.1211924
2017,6,201706,Melbourne,Gold Coast,Melbourne - Gold Coast,208.0,266.0596206
2017,6,201706,Melbourne,Mildura,Melbourne - Mildura,222.01,283.980271
2017,6,201706,Melbourne,Perth,Melbourne - Perth,338.0,432.3468835
2017,6,201706,Melbourne,Sydney,Melbourne - Sydney,138.0,176.5203252
2017,6,201706,Melbourne,Newcastle,Melbourne - Newcastle,130.0,166.2872629
2017,7,201707,Melbourne,Gold Coast,Melbourne - Gold Coast,178.0,226.2549372
2017,7,201707,Melbourne,Mildura,Melbourne - Mildura,230.02,292.377307
2017,7,201707,Melbourne,Perth,Melbourne - Perth,318.0,404.2082585
2017,7,201707,Melbourne,Sydney,Melbourne - Sydney,138.0,175.4111311
2017,7,201707,Melbourne,Newcastle,Melbourne - Newcastle,130.0,165.2423698
2017,8,201708,Melbourne,Gold Coast,Melbourne - Gold Coast,130.0,165.2423698
2017,8,201708,Melbourne,Mildura,Melbourne - Mildura,243.01,308.888833
2017,8,201708,Melbourne,Perth,Melbourne - Perth,308.0,391.497307
2017,8,201708,Melbourne,Sydney,Melbourne - Sydney,110.0,139.8204668
2017,8,201708,Melbourne,Newcastle,Melbourne - Newcastle,120.0,152.5314183
2017,9,201709,Melbourne,Gold Coast,Melbourne - Gold Coast,198.0,251.6768402
2017,9,201709,Melbourne,Mildura,Melbourne - Mildura,230.02,292.377307
2017,9,201709,Melbourne,Perth,Melbourne - Perth,358.0,455.0520646
2017,9,201709,Melbourne,Sydney,Melbourne - Sydney,158.0,200.8330341
2017,9,201709,Melbourne,Newcastle,Melbourne - Newcastle,160.0,203.3752244
2017,10,201710,Melbourne,Gold Coast,Melbourne - Gold Coast,238.0,300.6315789
2017,10,201710,Melbourne,Mildura,Melbourne - Mildura,228.0,288.0
2017,10,201710,Melbourne,Perth,Melbourne - Perth,328.0,414.3157895
2017,10,201710,Melbourne,Sydney,Melbourne - Sydney,138.0,174.3157895
2017,10,201710,Melbourne,Newcastle,Melbourne - Newcastle,154.0,194.5263158
2017,11,201711,Melbourne,Gold Coast,Melbourne - Gold Coast,168.0,212.2105263
2017,11,201711,Melbourne,Mildura,Melbourne - Mildura,238.0,300.6315789
2017,11,201711,Melbourne,Perth,Melbourne - Perth,358.0,452.2105263
2017,11,201711,Melbourne,Sydney,Melbourne - Sydney,128.0,161.6842105
2017,11,201711,Melbourne,Newcastle,Melbourne - Newcastle,180.0,227.3684211
2017,12,201712,Melbourne,Gold Coast,Melbourne - Gold Coast,374.0,472.4210526
2017,12,201712,Melbourne,Mildura,Melbourne - Mildura,253.0,319.5789474
2017,12,201712,Melbourne,Perth,Melbourne - Perth,498.0,629.0526316
2017,12,201712,Melbourne,Sydney,Melbourne - Sydney,288.0,363.7894737
2017,12,201712,Melbourne,Newcastle,Melbourne - Newcastle,218.0,275.3684211
2018,1,201801,Melbourne,Gold Coast,Melbourne - Gold Coast,178.0,223.8436945
2018,1,201801,Melbourne,Mildura,Melbourne - Mildura,244.0,306.8419183
2018,1,201801,Melbourne,Perth,Melbourne - Perth,378.0,475.3534636
2018,1,201801,Melbourne,Sydney,Melbourne - Sydney,128.0,160.9662522
2018,1,201801,Melbourne,Newcastle,Melbourne - Newcastle,150.0,188.6323268
2018,2,201802,Melbourne,Gold Coast,Melbourne - Gold Coast,188.0,236.4191829
2018,2,201802,Melbourne,Mildura,Melbourne - Mildura,256.0,321.9325044
2018,2,201802,Melbourne,Perth,Melbourne - Perth,348.0,437.6269982
2018,2,201802,Melbourne,Sydney,Melbourne - Sydney,148.0,186.1172291
2018,2,201802,Melbourne,Newcastle,Melbourne - Newcastle,180.0,226.3587922
2018,3,201803,Melbourne,Gold Coast,Melbourne - Gold Coast,353.0,443.9147425
2018,3,201803,Melbourne,Mildura,Melbourne - Mildura,281.0,353.3712256
2018,3,201803,Melbourne,Perth,Melbourne - Perth,535.0,672.7886323
2018,3,201803,Melbourne,Sydney,Melbourne - Sydney,205.9,258.9293073
2018,3,201803,Melbourne,Newcastle,Melbourne - Newcastle,180.0,226.3587922
2018,4,201804,Melbourne,Gold Coast,Melbourne - Gold Coast,172.0,215.5327434
2018,4,201804,Melbourne,Mildura,Melbourne - Mildura,277.28,347.4588319
2018,4,201804,Melbourne,Perth,Melbourne - Perth,409.9,513.6446018
2018,4,201804,Melbourne,Sydney,Melbourne - Sydney,138.9,174.0552212
2018,4,201804,Melbourne,Townsville,Melbourne - Townsville,197.9,247.9879646
2018,4,201804,Melbourne,Newcastle,Melbourne - Newcastle,150.0,187.9646018
2018,5,201805,Melbourne,Gold Coast,Melbourne - Gold Coast,197.0,246.860177
2018,5,201805,Melbourne,Mildura,Melbourne - Mildura,250.0,313.2743363
2018,5,201805,Melbourne,Perth,Melbourne - Perth,359.9,450.9897345
2018,5,201805,Melbourne,Sydney,Melbourne - Sydney,138.9,174.0552212
2018,5,201805,Melbourne,Townsville,Melbourne - Townsville,177.9,222.9260177
2018,5,201805,Melbourne,Newcastle,Melbourne - Newcastle,120.0,150.3716814
2018,6,201806,Melbourne,Gold Coast,Melbourne - Gold Coast,289.9,363.2729204
2018,6,201806,Melbourne,Mildura,Melbourne - Mildura,254.0,318.2867257
2018,6,201806,Melbourne,Perth,Melbourne - Perth,463.0,580.1840708
2018,6,201806,Melbourne,Sydney,Melbourne - Sydney,154.0,192.9769912
2018,6,201806,Melbourne,Townsville,Melbourne - Townsville,494.9,620.1578761
2018,6,201806,Melbourne,Newcastle,Melbourne - Newcastle,123.0,154.1309735
2018,7,201807,Melbourne,Gold Coast,Melbourne - Gold Coast,168.9,210.7157709
2018,7,201807,Melbourne,Mildura,Melbourne - Mildura,254.0,316.8845815
2018,7,201807,Melbourne,Perth,Melbourne - Perth,369.9,461.4787665
2018,7,201807,Melbourne,Sydney,Melbourne - Sydney,128.9,160.8126872
2018,7,201807,Melbourne,Townsville,Melbourne - Townsville,386.0,481.5647577
2018,7,201807,Melbourne,Newcastle,Melbourne - Newcastle,123.0,153.4519824
2018,8,201808,Melbourne,Gold Coast,Melbourne - Gold Coast,178.9,223.1915419
2018,8,201808,Melbourne,Mildura,Melbourne - Mildura,254.0,316.8845815
2018,8,201808,Melbourne,Perth,Melbourne - Perth,444.0,553.9242291
2018,8,201808,Melbourne,Sydney,Melbourne - Sydney,142.0,177.1559471
2018,8,201808,Melbourne,Townsville,Melbourne - Townsville,401.0,500.2784141
2018,8,201808,Melbourne,Newcastle,Melbourne - Newcastle,143.0,178.4035242
2018,9,201809,Melbourne,Gold Coast,Melbourne - Gold Coast,378.9,472.7069604
2018,9,201809,Melbourne,Mildura,Melbourne - Mildura,254.0,316.8845815
2018,9,201809,Melbourne,Perth,Melbourne - Perth,449.9,561.2849339
2018,9,201809,Melbourne,Sydney,Melbourne - Sydney,160.9,200.7351542
2018,9,201809,Melbourne,Townsville,Melbourne - Townsville,536.0,668.7013216
2018,9,201809,Melbourne,Newcastle,Melbourne - Newcastle,143.0,178.4035242
2018,10,201810,Melbourne,Gold Coast,Melbourne - Gold Coast,239.9,297.7198948
2018,10,201810,Melbourne,Mildura,Melbourne - Mildura,254.0,315.2182296
2018,10,201810,Melbourne,Perth,Melbourne - Perth,399.9,496.2825592
2018,10,201810,Melbourne,Sydney,Melbourne - Sydney,142.0,176.2243646
2018,10,201810,Melbourne,Townsville,Melbourne - Townsville,411.0,510.057844
2018,10,201810,Melbourne,Newcastle,Melbourne - Newcastle,237.0,294.1209465
2018,11,201811,Melbourne,Gold Coast,Melbourne - Gold Coast,159.9,198.4385627
2018,11,201811,Melbourne,Mildura,Melbourne - Mildura,254.0,315.2182296
2018,11,201811,Melbourne,Perth,Melbourne - Perth,379.9,471.4622261
2018,11,201811,Melbourne,Sydney,Melbourne - Sydney,160.9,199.6795793
2018,11,201811,Melbourne,Townsville,Melbourne - Townsville,397.0,492.6836109
2018,11,201811,Melbourne,Newcastle,Melbourne - Newcastle,171.0,212.2138475
2018,12,201812,Melbourne,Gold Coast,Melbourne - Gold Coast,406.0,503.8527607
2018,12,201812,Melbourne,Mildura,Melbourne - Mildura,301.18,373.7693953
2018,12,201812,Melbourne,Perth,Melbourne - Perth,603.9,749.4499562
2018,12,201812,Melbourne,Sydney,Melbourne - Sydney,308.9,383.3500438
2018,12,201812,Melbourne,Townsville,Melbourne - Townsville,446.0,553.4934268
2018,12,201812,Melbourne,Newcastle,Melbourne - Newcastle,223.0,276.7467134
2019,1,201901,Melbourne,Gold Coast,Melbourne - Gold Coast,169.9,210.8487292
2019,1,201901,Melbourne,Mildura,Melbourne - Mildura,274.02,340.063383
2019,1,201901,Melbourne,Perth,Melbourne - Perth,359.9,446.6418931
2019,1,201901,Melbourne,Sydney,Melbourne - Sydney,139.0,172.5013146
2019,1,201901,Melbourne,Townsville,Melbourne - Townsville,505.0,626.7134093
2019,1,201901,Melbourne,Newcastle,Melbourne - Newcastle,160.0,198.5626643
2019,2,201902,Melbourne,Gold Coast,Melbourne - Gold Coast,169.9,210.8487292
2019,2,201902,Melbourne,Mildura,Melbourne - Mildura,252.02,312.7610167
2019,2,201902,Melbourne,Perth,Melbourne - Perth,332.0,412.0175285
2019,2,201902,Melbourne,Sydney,Melbourne - Sydney,180.9,224.4999124
2019,2,201902,Melbourne,Townsville,Melbourne - Townsville,431.0,534.878177
2019,2,201902,Melbourne,Newcastle,Melbourne - Newcastle,251.0,311.4951797
2019,3,201903,Melbourne,Gold Coast,Melbourne - Gold Coast,199.9,248.0792287
2019,3,201903,Melbourne,Mildura,Melbourne - Mildura,274.02,340.063383
2019,3,201903,Melbourne,Perth,Melbourne - Perth,339.9,421.82156
2019,3,201903,Melbourne,Sydney,Melbourne - Sydney,141.0,174.9833479
2019,3,201903,Melbourne,Townsville,Melbourne - Townsville,350.0,434.3558282
2019,3,201903,Melbourne,Newcastle,Melbourne - Newcastle,208.0,258.1314636
2019,4,201904,Melbourne,Gold Coast,Melbourne - Gold Coast,159.9,197.2285714
2019,4,201904,Melbourne,Mildura,Melbourne - Mildura,289.0,356.466899
2019,4,201904,Melbourne,Perth,Melbourne - Perth,499.9,616.6013937
2019,4,201904,Melbourne,Sydney,Melbourne - Sydney,183.9,226.8313589
2019,4,201904,Melbourne,Townsville,Melbourne - Townsville,322.0,397.1707317
2019,4,201904,Melbourne,Newcastle,Melbourne - Newcastle,154.0,189.9512195
2019,5,201905,Melbourne,Gold Coast,Melbourne - Gold Coast,175.0,215.8536585
2019,5,201905,Melbourne,Mildura,Melbourne - Mildura,256.0,315.7630662
2019,5,201905,Melbourne,Perth,Melbourne - Perth,273.9,337.8418118
2019,5,201905,Melbourne,Sydney,Melbourne - Sydney,124.9,154.0578397
2019,5,201905,Melbourne,Townsville,Melbourne - Townsville,228.0,281.2264808
2019,5,201905,Melbourne,Newcastle,Melbourne - Newcastle,104.0,128.2787456
2019,6,201906,Melbourne,Gold Coast,Melbourne - Gold Coast,229.9,283.5700348
2019,6,201906,Melbourne,Mildura,Melbourne - Mildura,256.0,315.7630662
2019,6,201906,Melbourne,Perth,Melbourne - Perth,419.9,517.9254355
2019,6,201906,Melbourne,Sydney,Melbourne - Sydney,148.0,182.5505226
2019,6,201906,Melbourne,Townsville,Melbourne - Townsville,488.0,601.9233449
2019,6,201906,Melbourne,Newcastle,Melbourne - Newcastle,144.0,177.6167247
2019,7,201907,Melbourne,Gold Coast,Melbourne - Gold Coast,161.9,198.6571924
2019,7,201907,Melbourne,Mildura,Melbourne - Mildura,256.0,314.1213172
2019,7,201907,Melbourne,Perth,Melbourne - Perth,304.9,374.1233969
2019,7,201907,Melbourne,Sydney,Melbourne - Sydney,124.9,153.2568458
2019,7,201907,Melbourne,Townsville,Melbourne - Townsville,390.0,478.5441941
2019,7,201907,Melbourne,Newcastle,Melbourne - Newcastle,146.0,179.1473137
2019,8,201908,Melbourne,Gold Coast,Melbourne - Gold Coast,173.9,213.3816291
2019,8,201908,Melbourne,Mildura,Melbourne - Mildura,256.0,314.1213172
2019,8,201908,Melbourne,Perth,Melbourne - Perth,349.9,429.3400347
2019,8,201908,Melbourne,Sydney,Melbourne - Sydney,133.9,164.3001733
2019,8,201908,Melbourne,Townsville,Melbourne - Townsville,437.0,536.2149047
2019,8,201908,Melbourne,Newcastle,Melbourne - Newcastle,192.0,235.5909879
2019,9,201909,Melbourne,Gold Coast,Melbourne - Gold Coast,259.9,318.9067591
2019,9,201909,Melbourne,Mildura,Melbourne - Mildura,256.0,314.1213172
2019,9,201909,Melbourne,Perth,Melbourne - Perth,399.9,490.6918544
2019,9,201909,Melbourne,Sydney,Melbourne - Sydney,160.9,197.430156
2019,9,201909,Melbourne,Townsville,Melbourne - Townsville,611.0,749.7192374
2019,9,201909,Melbourne,Newcastle,Melbourne - Newcastle,198.0,242.9532062
2019,10,201910,Melbourne,Gold Coast,Melbourne - Gold Coast,238.9,291.1208262
2019,10,201910,Melbourne,Mildura,Melbourne - Mildura,256.0,311.9586919
2019,10,201910,Melbourne,Perth,Melbourne - Perth,354.0,431.3803787
2019,10,201910,Melbourne,Sydney,Melbourne - Sydney,148.9,181.4478485
2019,10,201910,Melbourne,Townsville,Melbourne - Townsville,430.0,523.9931153
2019,10,201910,Melbourne,Newcastle,Melbourne - Newcastle,225.0,274.1824441
2019,11,201911,Melbourne,Gold Coast,Melbourne - Gold Coast,188.9,230.1913941
2019,11,201911,Melbourne,Mildura,Melbourne - Mildura,256.01,311.9708778
2019,11,201911,Melbourne,Perth,Melbourne - Perth,391.9,477.5648881
2019,11,201911,Melbourne,Sydney,Melbourne - Sydney,153.9,187.5407917
2019,11,201911,Melbourne,Townsville,Melbourne - Townsville,399.0,486.2168675
2019,11,201911,Melbourne,Newcastle,Melbourne - Newcastle,254.0,309.5215146
2019,12,201912,Melbourne,Gold Coast,Melbourne - Gold Coast,464.0,565.4251291
2019,12,201912,Melbourne,Mildura,Melbourne - Mildura,270.0,329.0189329
2019,12,201912,Melbourne,Perth,Melbourne - Perth,658.0,801.8313253
2019,12,201912,Melbourne,Sydney,Melbourne - Sydney,256.0,311.9586919
2019,12,201912,Melbourne,Townsville,Melbourne - Townsville,497.0,605.6385542
2019,12,201912,Melbourne,Newcastle,Melbourne - Newcastle,278.0,338.767642
2020,1,202001,Melbourne,Gold Coast,Melbourne - Gold Coast,189.0,229.5231561
2020,1,202001,Melbourne,Mildura,Melbourne - Mildura,210.0,255.025729
2020,1,202001,Melbourne,Perth,Melbourne - Perth,390.0,473.619211
2020,1,202001,Melbourne,Sydney,Melbourne - Sydney,156.0,189.4476844
2020,1,202001,Melbourne,Townsville,Melbourne - Townsville,362.0,439.6157804
2020,1,202001,Melbourne,Newcastle,Melbourne - Newcastle,157.0,190.6620926
2020,2,202002,Melbourne,Gold Coast,Melbourne - Gold Coast,190.0,230.7375643
2020,2,202002,Melbourne,Mildura,Melbourne - Mildura,290.0,352.1783877
2020,2,202002,Melbourne,Perth,Melbourne - Perth,430.0,522.1955403
2020,2,202002,Melbourne,Sydney,Melbourne - Sydney,163.0,197.948542
2020,2,202002,Melbourne,Townsville,Melbourne - Townsville,506.0,614.490566
2020,2,202002,Melbourne,Newcastle,Melbourne - Newcastle,223.0,270.813036
2020,3,202003,Melbourne,Gold Coast,Melbourne - Gold Coast,250.0,303.6020583
2020,3,202003,Melbourne,Mildura,Melbourne - Mildura,290.0,352.1783877
2020,3,202003,Melbourne,Perth,Melbourne - Perth,504.0,612.0617496
2020,3,202003,Melbourne,Sydney,Melbourne - Sydney,188.0,228.3087479
2020,3,202003,Melbourne,Townsville,Melbourne - Townsville,433.0,525.838765
2020,3,202003,Melbourne,Newcastle,Melbourne - Newcastle,190.0,230.7375643
2020,4,202004,Melbourne,Mildura,Melbourne - Mildura,350.0,433.2167832
2020,4,202004,Melbourne,Perth,Melbourne - Perth,618.0,764.9370629
2020,4,202004,Melbourne,Sydney,Melbourne - Sydney,146.0,180.7132867
2020,5,202005,Melbourne,Mildura,Melbourne - Mildura,350.0,433.2167832
2020,5,202005,Melbourne,Perth,Melbourne - Perth,618.0,764.9370629
2020,5,202005,Melbourne,Sydney,Melbourne - Sydney,192.0,237.6503497
2020,6,202006,Melbourne,Mildura,Melbourne - Mildura,297.52,368.259021
2020,6,202006,Melbourne,Perth,Melbourne - Perth,618.0,764.9370629
2020,6,202006,Melbourne,Sydney,Melbourne - Sydney,190.0,235.1748252
2020,6,202006,Melbourne,Newcastle,Melbourne - Newcastle,146.0,180.7132867
2020,7,202007,Melbourne,Gold Coast,Melbourne - Gold Coast,199.0,242.4991394
2020,7,202007,Melbourne,Mildura,Melbourne - Mildura,297.52,362.5544923
2020,7,202007,Melbourne,Perth,Melbourne - Perth,694.0,845.7005164
2020,7,202007,Melbourne,Sydney,Melbourne - Sydney,175.0,213.253012
2020,7,202007,Melbourne,Townsville,Melbourne - Townsville,234.0,285.1497418
2020,7,202007,Melbourne,Newcastle,Melbourne - Newcastle,128.0,155.979346
2020,8,202008,Melbourne,Mildura,Melbourne - Mildura,297.52,362.5544923
2020,8,202008,Melbourne,Perth,Melbourne - Perth,618.0,753.0877797
2020,8,202008,Melbourne,Sydney,Melbourne - Sydney,231.0,281.4939759
2020,9,202009,Melbourne,Mildura,Melbourne - Mildura,295.68,360.3122892
2020,9,202009,Melbourne,Perth,Melbourne - Perth,618.0,753.0877797
2020,9,202009,Melbourne,Sydney,Melbourne - Sydney,194.0,236.4061962
2020,10,202010,Melbourne,Gold Coast,Melbourne - Gold Coast,249.0,300.8395904
2020,10,202010,Melbourne,Mildura,Melbourne - Mildura,297.52,359.4610239
2020,10,202010,Melbourne,Perth,Melbourne - Perth,618.0,746.662116
2020,10,202010,Melbourne,Sydney,Melbourne - Sydney,186.0,224.7235495
2020,10,202010,Melbourne,Townsville,Melbourne - Townsville,260.0,314.1296928
2020,10,202010,Melbourne,Newcastle,Melbourne - Newcastle,133.0,160.6894198
2020,11,202011,Melbourne,Mildura,Melbourne - Mildura,297.52,359.4610239
2020,11,202011,Melbourne,Perth,Melbourne - Perth,618.0,746.662116
2020,11,202011,Melbourne,Sydney,Melbourne - Sydney,238.0,287.5494881
2020,11,202011,Melbourne,Townsville,Melbourne - Townsville,260.0,314.1296928
2020,11,202011,Melbourne,Newcastle,Melbourne - Newcastle,176.0,212.6416382
2020,12,202012,Melbourne,Gold Coast,Melbourne - Gold Coast,370.0,447.0307167
2020,12,202012,Melbourne,Mildura,Melbourne - Mildura,362.0,437.3651877
2020,12,202012,Melbourne,Perth,Melbourne - Perth,608.0,734.5802048
2020,12,202012,Melbourne,Sydney,Melbourne - Sydney,238.0,287.5494881
2020,12,202012,Melbourne,Townsville,Melbourne - Townsville,534.0,645.1740614
2020,12,202012,Melbourne,Newcastle,Melbourne - Newcastle,133.0,160.6894198
2021,1,202101,Melbourne,Gold Coast,Melbourne - Gold Coast,178.0,213.7811705
2021,1,202101,Melbourne,Mildura,Melbourne - Mildura,295.68,355.1169466
2021,1,202101,Melbourne,Perth,Melbourne - Perth,618.0,742.2290076
2021,1,202101,Melbourne,Sydney,Melbourne - Sydney,172.0,206.5750636
2021,1,202101,Melbourne,Townsville,Melbourne - Townsville,294.0,353.0992366
2021,1,202101,Melbourne,Newcastle,Melbourne - Newcastle,133.0,159.735369
